Name;Test;Gordonpunkte;GF1;GF2;GF3;GF4;GF5;GF6;GF7;GF8;GF9;GF10;GF11;GF12;GF13;GF14;GF15;GF16;GF17;GF18;GF19;GF20;GF21;GF22;GF23;GF24;GF25;GF26;GF27;GF28;GF29;GF30;D1124;D110akod;D110a;D110a15;D110a25;D110a35;D113akod;D113a;D113a16;D113a26;D113a56;D114a;D114c;D114d;D115a23;D115c12;D116;D11613;D118eMCeinfach;D119a;D119b13;D12012;D12022;D17;D19kod;D1916;D1926;D21dkod;D21c12;D21c22;D21d;D23b;D24a;D24b;D24e;D24h;D25a;D26a55;D26b1;D26b2;D110b12bzw.D3;D31a;D31b;D32kod;D32;D34akod;D34a;D36a;D36b;D37b;D37c;D41dkod;D41d;D41f1;D41f2;D41f3;D4215;D4235;D43a23;D43a33;D44a44;D45a14;D45a24;D45b26;Geschlecht;TK1;TK2;TK3;Vollzeit;V_Vater;V_Mutter;Teilzeit;T_Vater;T_Mutter;Arbeitslos;A_Vater;A_Mutter;Diverses;D_Vater;D_Mutter;MFam1;MFam2;MFam3;MFam4;MFam5;K1_del;K2;K3;K4;K5;K6;MS;MS1;MS2;MS3;MS4;MS5;MS6;FU1;FU2;FU3;FU4;FU5;IM1;IM2;IM3;B1;B2;B3;B4;Dis;Dis1;Dis2;Dis3;Dis4;Dis5;Dis6;Unt1;Unt2;Unt3;Unt4;Unt5;Unt6;Unt7;Unt8;Inst.Erfahrung;Alter;welcheInstrumente;Instrument1;Instrument2;Instrument3;I1_5J;I1_6J;I1_7J;I1_8J;I1_9J;I1_10J;I1_11J;I1_12J;I1_13J;I2_5J;I2_6J;I2_7J;I2_8J;I2_9J;I2_10J;I2_11J;I2_12J;I2_13J;I3_5J;I3_6J;I3_7J;I3_8J;I3_9J;I3_10J;I3_11J;I3_12J;I3_13J;Orch.Erfahrung;Chor_1Ja;Chor.in.Schule;Chor.außerhalb;Chor.nein;Früherziehung;Geb.Land;Mus1.Klasse;Mus2.Klasse;Mus3.Klasse;Mus4.Klasse;Mus5.Klasse;Mus6.Klasse;Note5.Klasse;Note6.1Klasse;Bücheranzahl;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;Mutterland;Vaterland;Spr.zuHause;Spr.mitEltern;Theta_achieve;Theta_Gordon;Theta_D1_4;Theta_D1;Theta_D2;Theta_D3;Theta_D4;erstTheta_D1;erstTheta_D2;erstTheta_D3;erstTheta_D4;erstTheta_U;erstTheta_D1_4;TKkod;MFamkod;Kkod;MSkod;FUkod;IMkod;Bkod;Diskod;Untkod;Chorkod;Früherkod;MusKlkod;Muskldicho;Bücherkod;Wkod;Mutterkod;Vaterkod;Geb.landkod;Migrationkoddich;Migrationkod;Theta_Vek;GF1kod;GF2kod;GF3kod;GF4kod;GF5kod;GF6kod;GF7kod;GF8kod;GF9kod;GF10kod;GF11kod;GF12kod;GF13kod;GF14kod;GF15kod;GF16kod;GF17kod;GF18kod;GF19kod;GF20kod;GF21kod;GF22kod;GF23kod;GF24kod;GF25kod;GF26kod;GF27kod;GF28kod;GF29kod;GF30kod;testvar2;unbegabtrekod;wwwkod;kkkkod;Notekod;theta_achieve_ausreiser
30, schüler;test30;43;-1;-1;0;0;1;2;1;-1;0;1;0;0;-1;1;0;1;1;-1;0;2;-1;2;0;-1;-1;-1;2;0;-1;-1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;5;0;0;0;1;0;5;0;0;0;0;1;0;0;0;1;0;0;0;2;2;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;1;1;2;1;1;4;1;1;1;1;3;4;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;2; ;3; ;1;1; ;1;2;2;1;2;3;2;2;3; ;2;1; ;Klavier;1;1;1;0;0;0;4;0;0;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;1;0;0;1;Schweinestall;1;1;1;1;1;1;4;3;5;1;1;0;1;1;1;1;1;1;0;1;1;1;Hühnerstall;Kuhstall;Schweinesprache;Deutsch;-1,202175;-,5835;-1,395595;-1,56647;-,72838;-,54148;-2,74605;-,93943;-,95735;-,54149;-1,95738;-1,04772;-1,0989125;,166666666666667;1,2;1;1;1;4; ;1,16666666666667;2,11111111111111;1;1;1;1;1;,846153846153846;1;1;1;1;3; ;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0; ;4;,846153846153846;,133333333333333;7;-1,202175
4, Schüler;test4;37;-1;2;0;-1;-1;-1;1;-1;-1;0;0;0;-1;-1;1;1;1;-1;0;-1;0;-1;1;-1;0;0;-1;1;2;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;1;4;0;0;0;0;0;3;1;1;1;1;1;0;0;1;0;0;1;0;1;2;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;1;1;1;1;1;4;4;3;1;2;4;1;4;1;1;4;1;1;1;1;1;1;1;4;4;4;2;2;2;2; ;1;4;4;1;1;4;1;1;1;1;4;1;1;1;0;15;übersprungen;2;2;2; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;1;0;0;2;afganistan;2;2;2;2;2;2;3;6;5;1;1;1;1;1;1;1;0;0;0;1;1;1;usa;usa;deutsch;deutsch;-,2455043;-1,02141;-,6666375;-1,56646;-,72838;-1,09379;,72208;-1,30045;-,95735;-1,09376;,46462;-,71955;-,721735;,0833333333333333;1;2,5;1,6;1;4;2;2,5;1,66666666666667;1;0;0;0;1;,769230769230769;1;1;1;1;3; ;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0; ;1;,769230769230769;,6;9;-,2455043
8, Schüler;test8;50;0;-1;1;0;-1;-1;0;0;0;1;0;0;2;0;0;1;-1;2;0;2;-1;0;1;2;-1;1;2;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;2;0;1;0;0;0;1;1;1;1;0;0;1;0;0;1;4;0;0;1;0;1;6;1;1;1;0;0;0;0;1;0;0;1;0;3;4;1; ;0;2; ;1;0;übersprungen; ; ;übersprungen; ; ;2;1;3;1;1;3;3;1;1;1;1;1;4;4;1;1;3;2;2;1;1;1;1;4;4;4;1;1;1;4; ;4;1;4;4;4;4;1;1;1;1;1;1;1;1;0;11;Keins;2;2;übersprungen; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;1;0;0;2;Deutschland;2;2;2;2;1;1;3;2;3;1;1;1;1;1;1;1;1;0;0;1;0;0;Deutschland;Deutschland;Deutsch;Deutsch;-,2671662;-,38344;-,356555;-,73137;,11734;-1,09379;,2816;-,30932;-,12521;-1,09368;,05338;-,31992;-,3687075;,416666666666667;1,6;1,5;2,2;1,2;4;1,75;3,5;1,33333333333333;1;0;,333333333333333;0;0;,692307692307692;0;0;0;0;0; ;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0; ;1;,692307692307692;,133333333333333;5;-,2671662
1, Schüler;SG_08.07;41;1;-1;1;0;1;-1;-1;-1;-1;-1;1;0;2;1;-1;-1;1;-1;-1;2;0;-1;1;2;1;-1;-1;-1;2;-1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;0;2;1;1;0;0;0;0;1;1;1;0;0;1;0;3;1;6;0;0;0;0;0;5;1;1;1;1;1;0;0;0;1;0;1;1;3;4;2; ;0;2; ;1;0;übersprungen; ; ;übersprungen; ; ;4;2;3;3;1;4;2;3;1;1;2;2;3;2;1;4;1;1;1;1;3;1;3;3;2;3;2;2;2;2; ;2;2;2;2;2;2;2;3;3;2;3;2;2; ;0;12;ich spielkein instrument; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;2;Deutschland;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;0;1;1;1;1;Rumänien;Deutschland;Deutsch;Deutsch;-,1812991;-,18992;-,1700575;,65224;,11734;-1,73141;,2816;,27233;-,12521;-1,73133;,46462;-,13098;-,2798975;,5;2,6;1,75;1,8;1,8;2,66666666666667;2;2;2,22222222222222;0;0;1;1;1;,923076923076923;1;0;0;1;1; ;1;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;-,1489175;2;,923076923076923;,266666666666667;2;-,1812991
13, Schüler;test13;39;0;2;-1;-1;0;-1;-1;0;-1;1;-1;0;-1;1;1;-1;1;0;1;-1;0;2;1;-1;0;-1;0;-1;2;-1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;3;0;1;0;0;0;1;0;1;1;0;0;1;0;3;0;2;0;0;0;0;0;3;1;0;0;0;1;1;1;0;0;0;0;1;2;4;3; ; ; ; ; ; ; ; ; ; ; ; ;3;2;3;3;2;2;2;2;1;2;3;1;4;4;3;3;2;2;3;2;3;2;3;2;2;2;1;4;3;4; ;2;1;4;2;1;1;2;2;3;2;2;2;3;2;1;11;1.Blockflöte 2.Geige;1;1;1;0;0;3;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0; ; ;0; ; ; ; ;0; ;1; ;0;0;3;2;Deutschland;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;Deutschland;Deutschland;deutsch;deutschland;-,871915;-,5835;-1,065335;-,73137;-,27938;-2,62906;-,62153;-,93943;-,51478;-2,62894;-,81994;-1,04772;-1,2257725;,5;2,6;1,75;2,8;2,6;2;3;1,83333333333333;2,22222222222222;0;0;1;1;0;1;0;0;0;0;0; ;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0; ;1;1;,333333333333333;2;-,871915
17, Schüler;test17;58;0;2;1;0;-1;-1;1;0;2;1;1;1;2;0;1;1;1;2;-1;2;1;-1;0;2;0;0;2;0;-1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;3;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-,3337185;,7948;,1895775;-,03043;1,16281;-,54148;,16741;-,01639;,88112;-,54149;,28707;,10189;,1525775; ; ; ; ; ; ; ; ; ; ;0; ;0;0; ;1;1;1;1;3; ;0;1;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0; ; ; ; ; ;-,3337185
5, Schüler;test5;33;0;-1;1;1;0;2;-1;1;-1;-1;1;0;-1;1;0;-1;0;0;0;-1;0;-1;-1;-1;-1;-1;-1;-1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;3;1;0;0;0;0;1;1;1;1;1;1;1;0;0;2;7;1;0;1;1;0;4;1;1;1;0;0;0;0;1;1;0;1;0;4;5;2; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;3;1;3;2;1;2;2;2;2;2;4;4;1;3;4;4;1;4;2;3;3;4;4;4;4;4;3;1;2;1; ;3;2;2;3;4;3;2;4;1;3;1;2;1;2;1;12;1.Altsaxophon 2.Blockflöte;1;1;übersprungen;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0; ; ;0; ; ; ; ;0; ;1; ;0;0;3;1;Deutschland;2;2;1;1;1;1;1;1;4;1;1;0;1;1;1;1;1;1;1;1;1;1;Deutschland;Deutschland;deutsch;deutsch;1,1580874;-1,27287;,606195;,30819;,47632;1,79692;-,15665;-,01639;,22539;1,79692;,05338;,32536;,514825;,666666666666667;2;2;3,2;3,2;4;1,75;2,83333333333333;2,22222222222222;0;1;,666666666666667;0;1;,923076923076923;0;0;0;0;0; ;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;4;,923076923076923;,466666666666667;2;1,1580874
9, Schüler;test9;52;-1;-1;-1;0;1;-1;1;1;2;1;1;1;2;0;1;1;1;2;0;2;1;-1;0;2;0;-1;-1;0;-1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;2;2;1;1;0;0;1;1;1;1;0;0;1;0;4;1;6;1;0;0;1;0;4;0;0;0;0;0;1;1;0;1;0;0;1;5;5;2; ;1;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;4;2;4;4;3;4;4;1;4;4;4;3;2;4;3;3;2;2;4;4;4;3;4;1;1;1; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;12;Flöte;1;übersprungen;übersprungen;1;2;3;4;5;6;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;2;Deutschland;1;1;1;1;1;1;2;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;Deutschland;Deutschland;Deutsch;Deutsch;-,6312084;,58417;-,21744;,30819;1,16281;-,54148;-1,79928;-,01639;,88112;-,54149;-1,33173;-,13098;-,2521225;,75;3,4;3,25;2,8;3,8;1; ; ; ;0;0;1;1;1;1;0;0;0;0;0; ;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;-,1211425;3;1;,8;5;-,6312084
10, Schüler;test10;54;0;2;0;0;0;2;0;0;-1;0;1;0;2;-1;0;1;0;-1;1;-1;0;2;1;2;0;0;2;0;2;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;3;0;0;0;1;1;1;1;1;1;1;0;1;0;2;1;6;0;0;1;0;0;3;1;0;0;1;0;0;1;1;1;0;1;0;5;5;3; ;1;0;übersprungen; ; ;übersprungen; ; ; ;0;2;2;1;3;3;2;3;2;1;1;1;4;3;2;3;1;3;1;2;1;1;3;1;1;2;2;3; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ; ; ; ; ; ;0;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;übersprungen;übersprungen;übersprungen;übersprungen;-,1599816;-,18992;-,14874;-,37322;,47639;-,54148;-,15665;-,30932;,55379;-,54149;,05338;-,03838;-,06091;,833333333333333;2,2;1,25;2;1,4;2,33333333333333; ;,333333333333333; ; ;0; ;0;0; ;1;1;1;1;3; ;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0; ;3; ;,266666666666667; ;-,1599816
14, Schüler;test14;40;0;-1;-1;0;1;-1;0;-1;-1;1;0;1;0;0;-1;0;0;2;1;-1;1;2;0;0;1;0;-1;-1;-1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;4;1;1;1;0;0;0;1;1;1;1;0;1;1;6;1;5;0;0;1;1;0;5;0;0;0;1;0;0;0;1;1;1;1;0;3;2;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;2;2;3;2;3;4;3;1;1;2;4;3;2;2;3;2;2;2;2;2;3;2;4;3;3;2;2;2;2;2; ;4;2;2;4;2;3;2;2;2;2;2;2;2;2;1;12;schlagzeug;1;1;1;0;0;3;4;5;6;7;8;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;1; ;0;0;3;1;deutschland;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;0;0;0;1;1;deutschland;deutschland;deutsch;deutsch;,5938982;-1,02141;,172765;-,37322;1,16281;,523;-,62153;-,30932;,88112;,52293;-,36772;,14432;,1817525;,25;2,4;1,75;2,2;2,6;2,66666666666667;2;2,83333333333333;2,11111111111111;0;1;1;1;1;,769230769230769;0;0;0;0;0; ;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0; ;3;,769230769230769;,4;2;,5938982
18, Schüler;test18;32;0;-1;1;-1;1;-1;0;-1;0;-1;1;0;-1;1;-1;-1;1;-1;0;2;1;-1;0;-1;-1;-1;-1;0;-1;-1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;2;3;1;0;0;0;1;1;1;0;1;1;1;0;2;0;2;0;0;1;1;1;6;0;0;0;1;0;1;0;1;1;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,2860816;-,79433;-,01697;-,37322;,47639;-,0144;-,15665;-,30932;,22539;-,01445;,05338;-,03838;-,01125; ; ; ; ; ; ; ; ; ; ;0; ;0;0; ;1;1;1;1;3; ;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ;,2860816
2, Schüler;test2;39;0;0;-1;1;0;-1;1;-1;2;1;1;0;-1;0;1;1;1;-1;0;-1;0;-1;0;-1;0;1;-1;-1;-1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;6;0;1;1;0;0;4;0;1;0;0;1;0;0;1;1;0;1;1;2;4;1; ;1;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;2;1;1;2;3;4;2;1;1;2;3;3;2;4;2;3;4;3;1;2;3;4;4;1;1;1;2;2;2;2; ;2;2;1;1;2;3;3;4;4;3;4;3;3;4;1;12;ich spiele klavier;1;übersprungen;übersprungen;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;2;deutschland;2;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;0;1;0;0;1;weissrussland;weissrussland;russisch;russisch;,1982032;-1,02141;-,22293;-,37322;,11734;-,0144;-,62144;-,30932;-,12521;-,01445;-,36772;-,22475;-,204175;,333333333333333;1,8;1,5;3,2;2,8;1;2;1,83333333333333;3,22222222222222;0;0;,666666666666667;0;0;,769230769230769;1;1;0;1;2; ;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0; ;3;,769230769230769;,266666666666667;2;,1982032
6, Schüler;test6;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;1;0;3;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;5;1; ;0;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;2;2;2;2;2;3;1;1;1;1;2;2;3;1;2;1;4;4;2;1;2;1;2;2;2;4;3;3;2;2; ;3;2;2;2;3;1;2;2;1;1;2;2;1;1;0;12;übersprungen; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;1;Deutschland;1;1;1;1;1;1;1;1;3;1;1;0;1;0;1;1;1;0;0;0;1;0;Deutschland;Deutschland;Deutsch;Deutsch;1,1930211;-4,37268;-,9707725;-1,12045;,11734;-1,73141;-1,14857;-1,30045;-,12521;-1,73133;-,81994;-,93486;-,9942325;,333333333333333;2;1;2,4;1,6;2,66666666666667;2,5;2,16666666666667;1,55555555555556;0;1;1;1;0;,538461538461538;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;2;,538461538461538;,0666666666666667;2;1,1930211
11, Schüler;test11;55;0;-1;0;-1;1;-1;1;1;2;1;1;0;2;-1;-1;1;1;2;1;2;1;-1;0;2;0;-1;-1;1;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;3;0;1;0;1;0;0;1;1;1;1;0;1;0;4;1;5;0;0;1;0;1;6;1;1;1;1;1;0;0;1;0;0;1;0;5;4;4; ;1;2;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;4;4;4;4;4;4;4;1;1;1;4;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1; ;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;11;schlagzeug;2;2;übersprungen;0;0;3;0;0;0;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;1;deutschland;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;deutschland;deutschland;deutsch;deutsch;-,5002609;,58417;-,0864925;-1,12045;,11734;-,54148;1,19862;-1,30045;-,12521;-,54149;,88767;-,31992;-,26987;,833333333333333;4;1,75;3,8;4;4;1;4;4;0;1;1;1;1;1;0;0;0;0;0; ;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1; ;4;1;,4;2;-,5002609
15, Schüler;test15;46;0;-1;1;-1;1;-1;0;-1;-1;1;1;-1;-1;1;1;1;1;2;0;2;1;-1;1;2;-1;-1;-1;1;-1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;0;3;0;1;0;0;0;0;1;1;1;0;1;1;0;2;2;7;0;0;1;1;0;5;1;1;1;1;0;0;0;0;1;0;1;0;3;2;2; ;1;0;übersprungen; ; ; ;0;2;übersprungen; ; ;3;3;3;2;3;4;3;1;1;2;4;4;1;3;2;3;2;3;3;3;3;2;3;2;2;2;3;4;3;2; ;2;2;2;2;2;2;2;2;2;3;3;2;3;2;1;12;Schlagzeug;2;übersprungen;übersprungen;0;0;3;4;0;0;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;2;deutschland;2;2;1;1;1;1;1;1;3;1;1;0;1;1;1;1;1;0;0;1;1;1;Deutschland;Deutschland;Deutsch;Deutsch;-,1474377;,38426;,1623775;1,01154;-,72838;,523;-,15665;,86326;-,95735;,52293;,05338;,14432;,120555;,333333333333333;2,8;1,75;2,6;2,8;2;3;2;2,33333333333333;0;0;,666666666666667;0;0;,769230769230769;0;0;0;0;0; ;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1;0;1; ;4;,769230769230769;,4;2;-,1474377
3, Schüler;test3;44;0;2;-1;1;1;2;-1;0;2;-1;0;1;-1;0;0;1;1;-1;0;2;-1;-1;0;-1;0;-1;-1;0;2;-1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;3;0;1;0;0;1;1;1;1;1;0;1;1;0;3;1;4;0;0;1;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;1;5;1; ;1;0;übersprungen; ; ;übersprungen; ; ;übersprungen; ; ;3;1;3;2;1;2;2;1;1;2;4;3;2;4;2;3;4;3;3;4;3;4;4;1;1;1;1;2;3;4; ;3;3;3;3;3;3;2;3;2;3;2;3;2;3;0;12;keins;2;2;2; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;0; ;0;0;3;1;deutschland;2;2;2;1;1;1;2;2;1;0;0;0;1;0;1;1;1;0;0;0;0;0;übersprungen;übersprungen;deutsch;deutsch;-,4740737;-,38344;-,5634625;-,03043;,11734;-,54148;-1,79928;-,01639;,22539;-,54149;-1,33173;-,31992;-,416055;,333333333333333;2;1,5;3,2;3,6;1;2,5;3;2,33333333333333;0;1;,5;0;0;,307692307692308;1;1;0;1;2; ;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0; ;3;,307692307692308;,333333333333333;4;-,4740737
7, Schüler;test7;41;0;0;0;0;0;2;0;0;-1;0;1;0;-1;1;1;0;0;-1;1;-1;-1;2;0;0;0;0;0;-1;-1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;4;0;0;1;1;0;0;0;4;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1; ;1;0; ;0;2;übersprungen; ; ;übersprungen; ; ;1;1;1;1;1;4;1;4;1;1;4;4;1;2;1;4;1;1;1;1;4;1;1;4;4;4; ; ; ; ;übersprungen; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;übersprungen; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ; ; ; ;0; ;1; ;0;0;3;2;deutschland;1;1;1;1;1;1;1;1;5;1;1;0;1;1;1;1;1;0;1;0;1;1;deutschland;deutschland;deutsch;deutsch;-,1106751;-1,27287;-,6625675;-1,12045;-,27938;-1,09379;-,15665;-1,30045;-,51478;-1,09376;-,36772;-,82562;-,8191775;0;1;1,75;1,8;1,6;4; ; ; ;0;0;1;1;1;,769230769230769;0;0;0;0;0; ;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0; ;4;,769230769230769;,4;2;-,1106751
